season,team,conference,statName,statValue
2019,Kansas,Big 12,kickReturns,45
2019,UMass,FBS Independents,tacklesForLoss,59
2019,Kentucky,SEC,tacklesForLoss,76
2019,Northwestern,Big Ten,interceptions,15
2019,Utah,Pac-12,fumblesLost,9
2019,Texas Tech,Big 12,firstDowns,298
2019,Kent State,Mid-American,kickReturnTDs,1
2019,Iowa,Big Ten,penaltyYards,421
2019,Washington State,Pac-12,thirdDowns,141
2019,Eastern Michigan,Mid-American,fourthDownConversions,12
2019,Northern Illinois,Mid-American,penaltyYards,539
2019,NC State,ACC,games,12
2019,Boston College,ACC,fourthDowns,24
2019,Auburn,SEC,passAttempts,396
2019,Minnesota,Big Ten,sacks,38
2019,Illinois,Big Ten,puntReturns,22
2019,Fresno State,Mountain West,passCompletions,240
2019,Mississippi State,SEC,kickReturns,26
2019,Temple,American Athletic,fourthDownConversions,15
2019,Louisiana Monroe,Sun Belt,possessionTime,21183
2019,Louisiana Monroe,Sun Belt,puntReturnYards,52
2019,Liberty,FBS Independents,interceptionYards,147
2019,Temple,American Athletic,thirdDownConversions,76
2019,Hawai'i,Mountain West,passingTDs,42
2019,Kansas State,Big 12,totalYards,4658
2019,North Texas,Conference USA,kickReturnTDs,1
2019,Duke,ACC,tacklesForLoss,86
2019,Baylor,Big 12,fumblesRecovered,20
2019,Arizona,Pac-12,penalties,76
2019,Wyoming,Mountain West,passAttempts,256
2019,Ohio,Mid-American,firstDowns,296
2019,Colorado,Pac-12,fourthDownConversions,12
2019,Houston,American Athletic,puntReturnYards,182
2019,Kentucky,SEC,passCompletions,128
2019,Oregon State,Pac-12,passesIntercepted,8
2019,UNLV,Mountain West,fumblesRecovered,8
2019,Florida State,ACC,fumblesRecovered,17
2019,TCU,Big 12,penaltyYards,736
2019,Fresno State,Mountain West,totalYards,4630
2019,Wake Forest,ACC,rushingYards,2282
2019,LSU,SEC,passCompletions,426
2019,Nevada,Mountain West,rushingYards,1498
2019,Toledo,Mid-American,penaltyYards,603
2019,Louisiana Tech,Conference USA,puntReturnYards,70
2019,Missouri,SEC,firstDowns,243
2019,Purdue,Big Ten,rushingAttempts,342
2019,LSU,SEC,passAttempts,567
2019,Army,FBS Independents,fumblesRecovered,16
2019,Baylor,Big 12,turnovers,19
2019,Syracuse,ACC,games,12
2019,Houston,American Athletic,thirdDowns,155
2019,Notre Dame,FBS Independents,passCompletions,253
2019,Arkansas,SEC,passingTDs,14
2019,Tulsa,American Athletic,kickReturnTDs,0
2019,UNLV,Mountain West,firstDowns,232
2019,Michigan State,Big Ten,passesIntercepted,12
2019,Tulane,American Athletic,games,13
2019,Arkansas,SEC,puntReturnTDs,0
2019,Colorado State,Mountain West,games,12
2019,Kent State,Mid-American,possessionTime,20484
2019,Auburn,SEC,interceptionYards,181
2019,BYU,FBS Independents,fumblesRecovered,11
2019,Louisiana Tech,Conference USA,possessionTime,23978
2019,East Carolina,American Athletic,possessionTime,21288
2019,Central Michigan,Mid-American,games,14
2019,Oregon State,Pac-12,fumblesLost,2
2019,Tulane,American Athletic,sacks,23
2019,Oregon State,Pac-12,thirdDowns,163
2019,Appalachian State,Sun Belt,kickReturnYards,562
2019,UCLA,Pac-12,thirdDowns,185
2019,Missouri,SEC,passesIntercepted,8
2019,East Carolina,American Athletic,firstDowns,288
2019,Georgia Tech,ACC,thirdDowns,164
2019,Florida,SEC,thirdDownConversions,65
2019,Washington State,Pac-12,passCompletions,505
2019,Colorado,Pac-12,possessionTime,22027
2019,Georgia State,Sun Belt,tacklesForLoss,69
2019,Vanderbilt,SEC,rushingAttempts,363
2019,Western Michigan,Mid-American,passingTDs,21
2019,New Mexico,Mountain West,fourthDownConversions,6
2019,Nebraska,Big Ten,interceptions,9
2019,South Carolina,SEC,rushingTDs,18
2019,Marshall,Conference USA,rushingYards,2504
2019,Louisiana Monroe,Sun Belt,penaltyYards,773
2019,Hawai'i,Mountain West,interceptions,17
2019,Stanford,Pac-12,netPassingYards,3122
2019,South Carolina,SEC,rushingAttempts,396
2019,Minnesota,Big Ten,kickReturnYards,344
2019,Akron,Mid-American,possessionTime,19072
2019,Alabama,SEC,rushingTDs,27
2019,San José State,Mountain West,fumblesLost,5
2019,Army,FBS Independents,netPassingYards,1066
2019,Iowa State,Big 12,kickReturnYards,477
2019,South Carolina,SEC,kickReturnTDs,0
2019,Liberty,FBS Independents,rushingTDs,25
2019,Texas Tech,Big 12,rushingAttempts,404
2019,Troy,Sun Belt,kickReturns,45
2019,UCF,American Athletic,puntReturnTDs,1
2019,Tulane,American Athletic,puntReturnYards,168
2019,Arizona State,Pac-12,rushingTDs,13
2019,Penn State,Big Ten,kickReturnTDs,0
2019,Michigan,Big Ten,turnovers,20
2019,Maryland,Big Ten,kickReturnTDs,2
2019,Iowa State,Big 12,passingTDs,29
2019,Michigan,Big Ten,tacklesForLoss,102
2019,Mississippi State,SEC,puntReturnYards,48
2019,Troy,Sun Belt,games,12
2019,Army,FBS Independents,passingTDs,6
2019,Eastern Michigan,Mid-American,interceptionTDs,0
2019,Nevada,Mountain West,sacks,30
2019,Washington State,Pac-12,penaltyYards,779
2019,Ole Miss,SEC,passAttempts,331
2019,Western Kentucky,Conference USA,rushingAttempts,431
2019,Miami,ACC,interceptionTDs,0
2019,Maryland,Big Ten,penalties,70
2019,TCU,Big 12,rushingYards,2448
2019,Air Force,Mountain West,sacks,32
2019,Tennessee,SEC,games,13
2019,NC State,ACC,fourthDowns,29
2019,Arkansas State,Sun Belt,games,13
2019,Cincinnati,American Athletic,kickReturns,27
2019,East Carolina,American Athletic,kickReturnYards,653
2019,Baylor,Big 12,thirdDownConversions,75
2019,Southern Mississippi,Conference USA,puntReturnYards,156
2019,Middle Tennessee,Conference USA,kickReturnTDs,0
2019,Penn State,Big Ten,thirdDowns,172
2019,Florida Atlantic,Conference USA,games,14
2019,UCF,American Athletic,fourthDownConversions,19
2019,Virginia Tech,ACC,fumblesLost,14
2019,Missouri,SEC,thirdDownConversions,66
2019,San José State,Mountain West,tacklesForLoss,91
2019,Minnesota,Big Ten,fumblesRecovered,8
2019,Boise State,Mountain West,rushingAttempts,519
2019,Appalachian State,Sun Belt,thirdDowns,198
2019,Minnesota,Big Ten,turnovers,15
2019,Colorado,Pac-12,tacklesForLoss,71
2019,Wisconsin,Big Ten,kickReturns,28
2019,Buffalo,Mid-American,penalties,64
2019,USC,Pac-12,kickReturnYards,844
2019,Georgia Southern,Sun Belt,puntReturnYards,117
2019,Indiana,Big Ten,firstDowns,304
2019,Buffalo,Mid-American,kickReturns,12
2019,Tulsa,American Athletic,thirdDownConversions,88
2019,Louisiana Monroe,Sun Belt,interceptions,12
2019,South Florida,American Athletic,penalties,101
2019,Miami (OH),Mid-American,netPassingYards,2495
2019,South Alabama,Sun Belt,fourthDowns,26
2019,West Virginia,Big 12,puntReturns,12
2019,Colorado State,Mountain West,interceptionTDs,1
2019,Akron,Mid-American,interceptionTDs,1
2019,Alabama,SEC,passCompletions,287
2019,Georgia Southern,Sun Belt,fumblesRecovered,15
2019,Utah State,Mountain West,tacklesForLoss,89
2019,UAB,Conference USA,puntReturns,13
2019,Ohio State,Big Ten,thirdDownConversions,101
2019,Charlotte,Conference USA,rushingAttempts,527
2019,Bowling Green,Mid-American,fumblesLost,6
2019,UT San Antonio,Conference USA,totalYards,4139
2019,Tennessee,SEC,rushingTDs,13
2019,Wyoming,Mountain West,interceptionYards,199
2019,Michigan,Big Ten,rushingYards,1959
2019,Tulane,American Athletic,puntReturnTDs,0
2019,North Carolina,ACC,games,13
2019,Boston College,ACC,puntReturnTDs,0
2019,Western Kentucky,Conference USA,thirdDownConversions,75
2019,Texas State,Sun Belt,passingTDs,17
2019,West Virginia,Big 12,rushingTDs,7
2019,Utah State,Mountain West,rushingTDs,18
2019,Marshall,Conference USA,thirdDowns,181
2019,Indiana,Big Ten,interceptionTDs,2
2019,Oklahoma State,Big 12,puntReturnTDs,0
2019,Navy,American Athletic,passingTDs,10
2019,Pittsburgh,ACC,passingTDs,17
2019,Marshall,Conference USA,puntReturnTDs,2
2019,Central Michigan,Mid-American,sacks,38
2019,Washington,Pac-12,passCompletions,263
2019,Cincinnati,American Athletic,penalties,122
2019,UNLV,Mountain West,rushingAttempts,443
2019,Army,FBS Independents,passCompletions,59
2019,Ball State,Mid-American,kickReturns,43
2019,Hawai'i,Mountain West,totalYards,7070
2019,Arkansas State,Sun Belt,totalYards,5719
2019,Fresno State,Mountain West,rushingTDs,27
2019,Colorado,Pac-12,games,12
2019,Buffalo,Mid-American,puntReturnTDs,0
2019,Washington,Pac-12,passingTDs,24
2019,Texas A&M,SEC,fumblesLost,10
2019,Louisiana Monroe,Sun Belt,fumblesLost,6
2019,NC State,ACC,netPassingYards,2749
2019,Nebraska,Big Ten,kickReturns,25
2019,Kentucky,SEC,rushingAttempts,573
2019,Appalachian State,Sun Belt,penalties,95
2019,Tulsa,American Athletic,firstDowns,263
2019,UAB,Conference USA,netPassingYards,2812
2019,Arkansas,SEC,passAttempts,407
2019,California,Pac-12,tacklesForLoss,105
2019,Baylor,Big 12,sacks,62
2019,Tennessee,SEC,thirdDownConversions,76
2019,Florida International,Conference USA,rushingTDs,23
2019,South Carolina,SEC,firstDowns,232
2019,Mississippi State,SEC,possessionTime,24701
2019,Temple,American Athletic,kickReturnYards,781
2019,Arizona,Pac-12,thirdDowns,186
2019,Syracuse,ACC,fourthDownConversions,11
2019,Virginia Tech,ACC,interceptionTDs,1
2019,South Alabama,Sun Belt,thirdDownConversions,51
2019,New Mexico,Mountain West,rushingTDs,20
2019,Georgia State,Sun Belt,fourthDownConversions,13
2019,Utah,Pac-12,fumblesRecovered,11
2019,Northern Illinois,Mid-American,netPassingYards,2621
2019,Alabama,SEC,passAttempts,406
2019,Arkansas,SEC,penalties,61
2019,Western Michigan,Mid-American,fourthDownConversions,16
2019,California,Pac-12,interceptionTDs,0
2019,Duke,ACC,rushingTDs,16
2019,Alabama,SEC,thirdDownConversions,80
2019,Oregon State,Pac-12,passAttempts,420
2019,Nevada,Mountain West,games,13
2019,Arizona,Pac-12,penaltyYards,677
2019,Connecticut,American Athletic,thirdDownConversions,48
2019,Clemson,ACC,kickReturnTDs,0
2019,Georgia Tech,ACC,thirdDownConversions,49
2019,Arkansas State,Sun Belt,fourthDownConversions,13
2019,Florida International,Conference USA,possessionTime,22739
2019,UNLV,Mountain West,totalYards,4492
2019,Wyoming,Mountain West,passingTDs,11
2019,Toledo,Mid-American,rushingTDs,27
2019,Texas State,Sun Belt,rushingYards,921
2019,North Texas,Conference USA,puntReturns,20
2019,Houston,American Athletic,kickReturnTDs,2
2019,Kansas,Big 12,rushingYards,1730
2019,Syracuse,ACC,rushingTDs,16
2019,Michigan State,Big Ten,rushingAttempts,468
2019,Northwestern,Big Ten,interceptionYards,47
2019,Arkansas,SEC,rushingAttempts,376
2019,Tulane,American Athletic,fumblesRecovered,5
2019,Virginia Tech,ACC,passingTDs,24
2019,Missouri,SEC,kickReturns,9
2019,Tulsa,American Athletic,turnovers,19
2019,Western Kentucky,Conference USA,passesIntercepted,11
2019,Michigan State,Big Ten,penaltyYards,700
2019,USC,Pac-12,kickReturnTDs,1
2019,Tennessee,SEC,netPassingYards,2878
2019,Kansas,Big 12,thirdDownConversions,66
2019,Georgia,SEC,puntReturns,25
2019,UTEP,Conference USA,puntReturnTDs,0
2019,California,Pac-12,netPassingYards,2561
2019,Tennessee,SEC,tacklesForLoss,90
2019,Alabama,SEC,penaltyYards,855
2019,Indiana,Big Ten,passesIntercepted,7
2019,Georgia State,Sun Belt,penalties,56
2019,TCU,Big 12,puntReturnTDs,2
2019,Rice,Conference USA,fumblesLost,12
2019,Ohio State,Big Ten,rushingTDs,39
2019,North Texas,Conference USA,thirdDownConversions,64
2019,Connecticut,American Athletic,rushingAttempts,428
2019,Houston,American Athletic,turnovers,21
2019,Minnesota,Big Ten,passAttempts,323
2019,Nebraska,Big Ten,firstDowns,250
2019,Duke,ACC,kickReturnYards,923
2019,Wake Forest,ACC,kickReturnTDs,0
2019,Troy,Sun Belt,thirdDownConversions,83
2019,Georgia Tech,ACC,games,12
2019,Colorado,Pac-12,passingTDs,18
2019,UT San Antonio,Conference USA,passingTDs,13
2019,Coastal Carolina,Sun Belt,netPassingYards,2379
2019,Cincinnati,American Athletic,passAttempts,377
2019,Rice,Conference USA,sacks,20
2019,Utah,Pac-12,interceptionYards,273
2019,North Carolina,ACC,passAttempts,431
2019,Louisville,ACC,puntReturnTDs,0
2019,North Texas,Conference USA,fourthDownConversions,18
2019,Maryland,Big Ten,fourthDownConversions,8
2019,UTEP,Conference USA,netPassingYards,2292
2019,Akron,Mid-American,fumblesLost,12
2019,Penn State,Big Ten,firstDowns,275
2019,Florida International,Conference USA,fourthDownConversions,13
2019,San Diego State,Mountain West,games,13
2019,Oregon,Pac-12,thirdDowns,177
2019,Arkansas,SEC,rushingYards,1766
2019,East Carolina,American Athletic,puntReturnTDs,1
2019,Oklahoma,Big 12,fumblesLost,10
2019,Oregon,Pac-12,totalYards,6063
2019,Maryland,Big Ten,passesIntercepted,10
2019,Coastal Carolina,Sun Belt,rushingTDs,24
2019,San José State,Mountain West,fourthDowns,16
2019,Boston College,ACC,rushingAttempts,659
2019,Air Force,Mountain West,passAttempts,126
2019,LSU,SEC,totalYards,8526
2019,Buffalo,Mid-American,fourthDownConversions,16
2019,Ball State,Mid-American,firstDowns,292
2019,Louisiana Tech,Conference USA,firstDowns,304
2019,Miami (OH),Mid-American,interceptionYards,219
2019,Alabama,SEC,interceptionYards,245
2019,Western Michigan,Mid-American,tacklesForLoss,123
2019,Syracuse,ACC,fumblesRecovered,19
2019,Louisiana,Sun Belt,rushingYards,3604
2019,Ole Miss,SEC,passingTDs,11
2019,Central Michigan,Mid-American,thirdDowns,200
2019,Arkansas,SEC,penaltyYards,492
2019,Liberty,FBS Independents,puntReturnYards,10
2019,Missouri,SEC,interceptionTDs,4
2019,Florida,SEC,interceptionTDs,0
2019,Toledo,Mid-American,passAttempts,339
2019,Minnesota,Big Ten,passingTDs,31
2019,Cincinnati,American Athletic,firstDowns,291
2019,Virginia,ACC,games,14
2019,Iowa State,Big 12,interceptionTDs,1
2019,LSU,SEC,firstDowns,419
2019,Western Michigan,Mid-American,kickReturnYards,882
2019,Minnesota,Big Ten,possessionTime,26620
2019,Northern Illinois,Mid-American,penalties,62
2019,Arkansas,SEC,firstDowns,219
2019,TCU,Big 12,totalYards,4892
2019,Miami,ACC,sacks,55
2019,Arkansas State,Sun Belt,tacklesForLoss,96
2019,Utah State,Mountain West,kickReturns,35
2019,Washington State,Pac-12,fourthDownConversions,13
2019,Arizona State,Pac-12,turnovers,14
2019,Georgia State,Sun Belt,passingTDs,22
2019,Penn State,Big Ten,fumblesRecovered,17
2019,Kent State,Mid-American,interceptionYards,22
2019,Coastal Carolina,Sun Belt,interceptionTDs,0
2019,Arizona,Pac-12,thirdDownConversions,82
2019,Arizona,Pac-12,interceptionTDs,0
2019,Bowling Green,Mid-American,tacklesForLoss,70
2019,Troy,Sun Belt,passCompletions,316
2019,Northwestern,Big Ten,rushingAttempts,530
2019,Kansas State,Big 12,penalties,77
2019,UCF,American Athletic,passCompletions,271
2019,Fresno State,Mountain West,fumblesLost,7
2019,Illinois,Big Ten,sacks,36
2019,Northern Illinois,Mid-American,puntReturns,16
2019,Charlotte,Conference USA,netPassingYards,2749
2019,Texas Tech,Big 12,kickReturnTDs,0
2019,Texas State,Sun Belt,games,12
2019,Nevada,Mountain West,turnovers,24
2019,South Florida,American Athletic,kickReturnYards,609
2019,Air Force,Mountain West,thirdDowns,157
2019,Penn State,Big Ten,puntReturnYards,178
2019,Rutgers,Big Ten,firstDowns,160
2019,Georgia Tech,ACC,kickReturnTDs,0
2019,Liberty,FBS Independents,rushingAttempts,435
2019,Missouri,SEC,rushingAttempts,476
2019,Utah,Pac-12,turnovers,13
2019,Central Michigan,Mid-American,firstDowns,311
2019,East Carolina,American Athletic,puntReturns,17
2019,UCF,American Athletic,penalties,111
2019,Indiana,Big Ten,kickReturnTDs,0
2019,UCLA,Pac-12,tacklesForLoss,88
2019,Boise State,Mountain West,totalYards,5973
2019,Notre Dame,FBS Independents,interceptionYards,107
2019,UT San Antonio,Conference USA,fourthDowns,31
2019,Ohio,Mid-American,turnovers,19
2019,Louisiana,Sun Belt,puntReturns,29
2019,Washington State,Pac-12,passesIntercepted,10
2019,Eastern Michigan,Mid-American,passingTDs,26
2019,Boston College,ACC,kickReturns,48
2019,Middle Tennessee,Conference USA,puntReturnYards,11
2019,Texas Tech,Big 12,passingTDs,24
2019,Texas State,Sun Belt,interceptions,20
2019,Bowling Green,Mid-American,interceptionYards,77
2019,Florida Atlantic,Conference USA,puntReturnYards,114
2019,Texas State,Sun Belt,sacks,16
2019,Texas,Big 12,thirdDownConversions,90
2019,UAB,Conference USA,penaltyYards,989
2019,Arkansas State,Sun Belt,firstDowns,287
2019,Houston,American Athletic,interceptionYards,83
2019,BYU,FBS Independents,puntReturnTDs,0
2019,Louisiana,Sun Belt,fumblesLost,10
2019,Rice,Conference USA,puntReturns,15
2019,Oklahoma State,Big 12,tacklesForLoss,92
2019,Maryland,Big Ten,sacks,34
2019,UT San Antonio,Conference USA,firstDowns,216
2019,Southern Mississippi,Conference USA,interceptions,17
2019,UTEP,Conference USA,passesIntercepted,5
2019,Indiana,Big Ten,penaltyYards,830
2019,New Mexico State,FBS Independents,games,12
2019,San Diego State,Mountain West,puntReturnTDs,1
2019,Northern Illinois,Mid-American,rushingAttempts,454
2019,Old Dominion,Conference USA,penaltyYards,729
2019,Nebraska,Big Ten,thirdDownConversions,77
2019,UMass,FBS Independents,thirdDownConversions,66
2019,Minnesota,Big Ten,interceptions,8
2019,Old Dominion,Conference USA,interceptionYards,132
2019,New Mexico State,FBS Independents,rushingYards,1722
2019,Texas Tech,Big 12,passesIntercepted,14
2019,Temple,American Athletic,penalties,92
2019,Northern Illinois,Mid-American,passCompletions,215
2019,Clemson,ACC,firstDowns,392
2019,Florida State,ACC,sacks,41
2019,Cincinnati,American Athletic,puntReturnTDs,0
2019,Wake Forest,ACC,rushingTDs,18
2019,Colorado State,Mountain West,passAttempts,445
2019,Louisville,ACC,puntReturnYards,187
2019,East Carolina,American Athletic,rushingTDs,12
2019,Utah,Pac-12,puntReturns,26
2019,Utah State,Mountain West,interceptions,18
2019,UNLV,Mountain West,rushingTDs,17
2019,South Carolina,SEC,penalties,79
2019,South Alabama,Sun Belt,passCompletions,149
2019,Oklahoma State,Big 12,passingTDs,23
2019,Utah,Pac-12,possessionTime,28820
2019,Northwestern,Big Ten,fourthDownConversions,11
2019,Florida,SEC,fumblesLost,8
2019,Nebraska,Big Ten,interceptionTDs,2
2019,Minnesota,Big Ten,tacklesForLoss,72
2019,San Diego State,Mountain West,fumblesRecovered,15
2019,Washington State,Pac-12,penalties,84
2019,Appalachian State,Sun Belt,thirdDownConversions,88
2019,Kent State,Mid-American,kickReturnYards,1083
2019,Oklahoma State,Big 12,thirdDowns,186
2019,Virginia,ACC,interceptionTDs,2
2019,LSU,SEC,penaltyYards,936
2019,Virginia,ACC,thirdDowns,203
2019,Oklahoma State,Big 12,firstDowns,287
2019,Southern Mississippi,Conference USA,thirdDowns,176
2019,Akron,Mid-American,passAttempts,398
2019,Western Kentucky,Conference USA,interceptions,12
2019,Kent State,Mid-American,rushingTDs,17
2019,North Carolina,ACC,puntReturnTDs,0
2019,Virginia Tech,ACC,thirdDowns,179
2019,New Mexico,Mountain West,thirdDowns,169
2019,Tennessee,SEC,kickReturns,19
2019,NC State,ACC,fourthDownConversions,14
2019,Nevada,Mountain West,thirdDowns,206
2019,South Carolina,SEC,possessionTime,19453
